srun --overcommit -p batch -N 1 -n 200 ./APSP_MPI_sync testcase/v200_e200.in v200_e200.out 200
166, 0.780613, 0.171387, 0.021168, 0.171387, 0.084702, 0.331969
28, 0.780999, 0.171744, 0.075425, 0.171744, 0.003578, 0.358508
167, 0.779911, 0.171325, 0.110068, 0.171325, 0.037055, 0.290138
180, 0.779602, 0.171452, 0.069716, 0.171452, 0.002705, 0.364277
29, 0.780644, 0.171629, 0.031376, 0.171629, 0.020680, 0.385329
184, 0.779925, 0.171363, 0.052470, 0.171363, 0.001992, 0.382736
37, 0.780993, 0.171678, 0.038100, 0.171678, 0.027044, 0.372493
40, 0.780626, 0.171686, 0.068014, 0.171686, 0.010814, 0.358425
188, 0.780655, 0.171370, 0.078637, 0.171370, 0.001847, 0.357431
110, 0.780455, 0.171565, 0.026229, 0.171565, 0.006788, 0.404308
49, 0.780400, 0.171499, 0.062387, 0.171499, 0.004185, 0.370831
111, 0.780673, 0.171739, 0.089057, 0.171739, 0.003822, 0.344316
114, 0.780076, 0.171394, 0.025056, 0.171394, 0.005514, 0.406718
50, 0.780175, 0.171365, 0.073992, 0.171365, 0.071824, 0.291629
119, 0.780158, 0.171444, 0.017198, 0.171444, 0.115901, 0.304170
51, 0.780281, 0.171499, 0.111160, 0.171499, 0.035481, 0.290643
121, 0.779727, 0.171623, 0.019644, 0.171623, 0.003622, 0.413214
56, 0.779771, 0.171517, 0.066102, 0.171517, 0.003819, 0.366817
128, 0.780261, 0.171709, 0.043806, 0.171709, 0.001471, 0.391567
57, 0.779982, 0.171636, 0.012220, 0.171636, 0.018997, 0.405493
67, 0.780564, 0.171574, 0.034711, 0.171574, 0.015728, 0.386977
133, 0.780602, 0.171556, 0.039131, 0.171556, 0.004230, 0.394129
135, 0.780950, 0.171499, 0.027629, 0.171499, 0.003377, 0.406947
72, 0.780571, 0.171538, 0.015265, 0.171538, 0.043933, 0.378297
81, 0.780266, 0.171523, 0.016346, 0.171523, 0.041405, 0.379470
142, 0.781015, 0.171736, 0.067873, 0.171736, 0.060158, 0.309511
144, 0.780732, 0.171538, 0.014876, 0.171538, 0.003212, 0.419569
97, 0.780052, 0.171453, 0.022414, 0.171453, 0.005395, 0.409338
98, 0.779844, 0.171451, 0.031376, 0.171451, 0.011040, 0.394526
145, 0.779922, 0.171664, 0.013663, 0.171664, 0.015185, 0.407747
149, 0.780307, 0.171605, 0.035883, 0.171605, 0.003978, 0.397236
99, 0.780027, 0.171607, 0.035873, 0.171607, 0.005518, 0.395422
151, 0.780327, 0.171451, 0.120158, 0.171451, 0.028245, 0.289022
2, 0.780664, 0.171762, 0.030783, 0.171762, 0.058282, 0.348075
157, 0.780653, 0.171721, 0.018348, 0.171721, 0.014524, 0.404339
4, 0.781204, 0.171692, 0.050862, 0.171692, 0.100647, 0.286310
160, 0.780458, 0.171762, 0.108515, 0.171762, 0.000860, 0.327560
11, 0.781045, 0.171721, 0.038528, 0.171721, 0.110528, 0.288548
